id,l_33,l_70,l_101,l_4
doc020552,-1,1,-1,-1
doc020553,1,-1,-1,1
doc020554,-1,-1,-1,-1
doc020555,-1,-1,1,-1
doc020556,-1,-1,-1,-1
doc020557,-1,-1,1,-1
doc020558,1,-1,-1,-1
doc020559,-1,-1,1,-1
doc020560,1,-1,-1,-1
doc020561,1,-1,-1,-1
doc020562,-1,1,-1,-1
doc020563,1,-1,-1,1
doc020564,-1,-1,1,-1
doc020565,-1,1,-1,-1
doc020566,-1,-1,1,-1
doc020567,-1,1,-1,-1
doc020568,1,-1,-1,-1
doc020569,-1,1,-1,-1
doc020570,1,-1,1,-1
doc020571,1,-1,-1,1
doc020572,-1,-1,1,-1
doc020573,1,-1,1,-1
doc020574,-1,1,-1,-1
doc020575,-1,1,-1,-1
doc020576,1,-1,1,-1
doc020577,1,-1,-1,-1
doc020578,-1,-1,1,-1
doc020579,1,-1,-1,1
doc020580,-1,-1,1,-1
doc020581,1,-1,-1,1
doc020582,1,-1,1,-1
doc020583,1,-1,1,-1
doc020584,-1,-1,1,-1
doc020585,1,-1,-1,1
doc020586,1,-1,-1,-1
doc020587,1,-1,-1,-1
doc020588,1,-1,-1,1
doc020589,1,-1,-1,-1
doc020590,1,-1,-1,-1
doc020591,1,-1,-1,1
doc020592,-1,-1,1,-1
doc020593,1,-1,-1,1
doc020594,1,-1,1,-1
doc020595,1,-1,-1,-1
doc020596,-1,-1,1,-1
doc020597,1,-1,-1,1
doc020598,1,-1,-1,1
doc020599,1,-1,-1,1
doc020600,1,-1,1,-1
doc020601,1,-1,1,-1
doc020602,1,-1,-1,1
doc020603,1,-1,1,-1
doc020604,1,-1,1,-1
doc020605,1,-1,-1,1
doc020606,1,-1,1,-1
doc020607,1,-1,1,-1
doc020608,-1,1,-1,-1
doc020609,1,-1,-1,-1
doc020610,1,-1,-1,-1
doc020611,1,-1,1,-1
doc020612,1,-1,1,-1
doc020613,1,-1,1,-1
doc020614,1,-1,1,-1
doc020615,-1,-1,1,-1
doc020616,1,-1,1,-1
doc020617,1,-1,-1,1
doc020618,1,-1,1,-1
doc020619,1,-1,-1,-1
doc020620,-1,1,-1,-1
doc020621,1,-1,-1,-1
doc020622,-1,-1,-1,-1
doc020623,1,-1,-1,1
doc020624,1,-1,-1,1
doc020625,1,-1,-1,1
doc020626,1,-1,-1,1
doc020627,1,-1,1,1
doc020628,1,-1,-1,-1
doc020629,-1,-1,1,-1
doc020630,1,-1,1,-1
doc020631,1,-1,1,-1
doc020632,1,-1,-1,1
doc020633,1,-1,-1,1
doc020634,-1,-1,1,-1
doc020635,-1,-1,1,-1
doc020636,1,-1,-1,1
doc020637,1,-1,-1,1
doc020638,1,-1,-1,1
doc020639,1,-1,1,1
doc020640,1,-1,-1,-1
doc020641,1,-1,-1,1
doc020642,1,-1,1,1
doc020643,1,-1,-1,1
doc020644,-1,-1,1,-1
doc020645,1,-1,-1,1
doc020646,1,-1,-1,-1
doc020647,-1,-1,1,-1
doc020648,1,-1,-1,1
doc020649,-1,-1,1,-1
doc020650,1,-1,-1,-1
doc020651,1,-1,-1,1
doc020652,1,-1,-1,1
doc020653,1,-1,-1,1
doc020654,1,-1,-1,1
doc020655,1,-1,-1,1
doc020656,1,-1,-1,1
doc020657,1,-1,-1,-1
doc020658,-1,-1,1,-1
doc020659,1,-1,-1,1
doc020660,-1,1,-1,-1
doc020661,-1,1,-1,-1
doc020662,1,-1,-1,1
doc020663,-1,1,-1,-1
doc020664,-1,1,-1,-1
doc020665,-1,-1,-1,-1
doc020666,-1,1,-1,-1
doc020667,1,-1,-1,1
doc020668,-1,1,-1,-1
doc020669,-1,1,-1,-1
doc020670,1,-1,-1,-1
doc020671,-1,1,-1,-1
doc020672,-1,1,-1,-1
doc020673,-1,1,-1,-1
doc020674,1,-1,-1,-1
doc020675,-1,1,-1,-1
doc020676,-1,1,-1,-1
doc020677,-1,1,-1,-1
doc020678,-1,1,-1,-1
doc020679,-1,1,-1,-1
doc020680,-1,1,-1,-1
doc020681,-1,1,-1,-1
doc020682,-1,1,-1,-1
doc020683,-1,1,-1,-1
doc020684,-1,1,-1,-1
doc020685,1,-1,-1,-1
doc020686,-1,-1,1,-1
doc020687,-1,1,-1,-1
doc020688,-1,1,-1,-1
doc020689,-1,1,-1,-1
doc020690,-1,1,-1,-1
doc020691,-1,-1,1,-1
doc020692,1,-1,-1,1
doc020693,-1,1,-1,-1
doc020694,-1,1,-1,-1
doc020695,1,1,-1,-1
doc020696,-1,-1,1,-1
doc020697,1,-1,-1,-1
doc020698,-1,1,-1,-1
doc020699,-1,1,-1,-1
doc020700,-1,1,-1,-1
doc020701,-1,1,-1,-1
doc020702,-1,-1,1,-1
doc020703,1,-1,-1,-1
doc020704,1,-1,-1,1
doc020705,-1,1,-1,-1
doc020706,1,-1,-1,1
doc020707,-1,-1,1,-1
doc020708,1,-1,-1,1
doc020709,-1,-1,1,-1
doc020710,1,-1,-1,1
doc020711,1,-1,-1,1
doc020712,-1,-1,1,-1
doc020713,-1,-1,1,-1
doc020714,1,-1,-1,-1
doc020715,1,-1,-1,-1
doc020716,1,-1,-1,1
doc020717,1,-1,-1,1
doc020718,-1,1,-1,-1
doc020719,-1,1,-1,-1
doc020720,1,-1,1,-1
doc020721,-1,-1,-1,-1
doc020722,-1,1,-1,-1
doc020723,1,-1,-1,-1
doc020724,1,-1,-1,-1
doc020725,-1,-1,1,-1
doc020726,-1,1,-1,-1
doc020727,-1,-1,1,-1
doc020728,1,-1,-1,-1
doc020729,1,-1,-1,-1
doc020730,-1,-1,1,-1
doc020731,-1,1,-1,-1
doc020732,1,-1,-1,1
doc020733,-1,-1,1,-1
doc020734,-1,-1,1,-1
doc020735,1,-1,-1,1
doc020736,-1,1,-1,-1
doc020737,1,-1,-1,-1
doc020738,1,-1,-1,1
doc020739,-1,-1,1,-1
doc020740,1,-1,-1,-1
doc020741,-1,1,-1,-1
doc020742,1,-1,-1,1
doc020743,1,-1,-1,1
doc020744,-1,1,-1,-1
doc020745,-1,1,-1,-1
doc020746,-1,1,-1,-1
doc020747,1,-1,-1,-1
doc020748,1,-1,-1,1
doc020749,1,-1,-1,-1
doc020750,1,-1,-1,1
doc020751,-1,-1,-1,-1
doc020752,1,-1,-1,1
doc020753,-1,1,-1,-1
doc020754,1,-1,-1,1
doc020755,1,-1,-1,1
doc020756,1,-1,-1,1
doc020757,1,-1,-1,1
doc020758,1,-1,-1,1
doc020759,1,-1,-1,1
doc020760,-1,1,-1,-1
doc020761,-1,1,-1,-1
doc020762,-1,1,-1,-1
doc020763,-1,1,-1,-1
doc020764,-1,1,-1,-1
doc020765,-1,1,-1,-1
doc020766,-1,1,-1,-1
doc020767,-1,1,-1,-1
doc020768,1,-1,-1,1
doc020769,1,-1,-1,-1
doc020770,1,-1,-1,-1
doc020771,-1,-1,-1,-1
doc020772,-1,-1,-1,-1
doc020773,-1,-1,-1,-1
doc020774,-1,-1,-1,-1
doc020775,-1,-1,-1,-1
doc020776,-1,-1,-1,-1
doc020777,1,-1,-1,1
doc020778,1,1,-1,-1
doc020779,1,-1,-1,-1
doc020780,-1,-1,1,-1
doc020781,1,-1,-1,1
doc020782,-1,-1,1,-1
doc020783,1,-1,-1,-1
doc020784,-1,-1,-1,-1
doc020785,-1,-1,-1,-1
doc020787,-1,-1,1,-1
doc020788,1,-1,-1,-1
doc020789,-1,-1,-1,-1
doc020790,-1,-1,-1,-1
doc020791,-1,-1,1,-1
doc020792,1,-1,-1,-1
doc020793,-1,-1,-1,-1
doc020794,-1,-1,-1,-1
doc020795,1,1,-1,-1
doc020796,1,-1,-1,1
doc020797,-1,-1,-1,-1
doc020798,1,-1,1,-1
doc020799,-1,-1,-1,-1
doc020800,-1,-1,-1,-1
doc020801,1,-1,-1,1
doc020802,-1,-1,-1,-1
doc020803,-1,-1,-1,-1
doc020805,-1,-1,-1,-1
doc020806,1,-1,-1,-1
doc020807,-1,-1,-1,-1
doc020808,-1,1,-1,-1
doc020809,-1,1,-1,-1
doc020810,-1,1,-1,-1
doc020811,-1,1,-1,-1
doc020812,-1,1,-1,-1
doc020813,-1,1,-1,-1
doc020814,-1,1,-1,-1
doc020815,-1,1,-1,-1
doc020816,-1,1,-1,-1
doc020817,-1,1,-1,-1
doc020818,1,-1,-1,1
doc020819,1,1,-1,1
doc020820,1,-1,-1,1
doc020821,1,-1,-1,1
doc020822,-1,-1,1,-1
doc020823,1,1,-1,-1
doc020824,1,-1,-1,1
doc020825,1,-1,-1,-1
doc020826,1,-1,-1,1
doc020827,1,1,-1,-1
doc020828,1,1,-1,-1
doc020829,-1,1,-1,-1
doc020830,1,1,-1,-1
doc020831,-1,-1,-1,-1
doc020832,-1,-1,-1,-1
doc020833,-1,-1,-1,-1
doc020834,-1,1,-1,-1
doc020835,-1,-1,-1,-1
doc020836,-1,-1,-1,-1
doc020837,-1,-1,-1,-1
doc020838,-1,-1,-1,-1
doc020839,-1,-1,-1,-1
doc020840,-1,-1,1,-1
doc020841,-1,-1,-1,-1
doc020842,-1,-1,-1,-1
doc020843,-1,-1,-1,-1
doc020844,-1,-1,-1,-1
doc020845,-1,-1,-1,-1
doc020846,-1,-1,-1,-1
doc020847,-1,-1,-1,-1
doc020848,-1,-1,-1,-1
doc020849,-1,1,-1,-1
doc020850,-1,-1,-1,-1
doc020851,-1,-1,-1,-1
doc020852,1,1,-1,-1
doc020853,-1,-1,-1,-1
doc020854,-1,-1,-1,-1
doc020855,-1,-1,1,-1
doc020856,-1,-1,-1,-1
doc020857,-1,-1,-1,-1
doc020858,-1,-1,-1,-1
doc020859,-1,-1,-1,-1
doc020860,-1,-1,-1,-1
doc020861,-1,-1,-1,-1
doc020862,-1,-1,-1,-1
doc020863,-1,-1,-1,-1
doc020864,-1,-1,-1,-1
doc020865,-1,-1,-1,-1
doc020866,-1,-1,-1,-1
doc020867,-1,-1,-1,-1
doc020868,-1,-1,-1,-1
doc020869,-1,-1,-1,-1
doc020870,-1,-1,-1,-1
doc020871,-1,-1,-1,-1
doc020872,-1,-1,-1,-1
doc020873,-1,-1,-1,-1
doc020874,-1,-1,-1,-1
doc020875,-1,-1,-1,-1
doc020876,-1,-1,-1,-1
doc020877,-1,-1,-1,-1
doc020878,-1,-1,-1,-1
doc020879,-1,-1,-1,-1
doc020880,-1,1,1,-1
doc020881,-1,-1,-1,-1
doc020882,-1,-1,-1,-1
doc020883,-1,-1,-1,-1
doc020884,-1,-1,-1,-1
doc020885,-1,-1,-1,-1
doc020886,1,-1,-1,-1
doc020887,-1,-1,-1,-1
doc020888,-1,-1,-1,-1
doc020889,-1,-1,-1,-1
doc020890,-1,-1,-1,-1
doc020891,-1,-1,-1,-1
doc020892,1,1,-1,-1
doc020893,1,-1,-1,1
doc020894,-1,-1,-1,-1
doc020895,-1,-1,-1,-1
doc020896,-1,-1,-1,-1
doc020897,-1,-1,-1,-1
doc020898,-1,1,-1,-1
doc020899,1,1,-1,-1
doc020900,1,-1,-1,-1
doc020901,-1,-1,-1,-1
doc020902,-1,-1,-1,-1
doc020903,-1,-1,-1,-1
doc020904,-1,-1,-1,-1
doc020905,-1,-1,-1,-1
doc020906,-1,-1,-1,-1
doc020907,-1,-1,-1,-1
doc020908,1,-1,-1,1
doc020909,1,-1,-1,1
doc020910,-1,1,-1,-1
doc020911,-1,1,-1,-1
doc020912,-1,1,-1,-1
doc020913,-1,1,-1,-1
doc020914,-1,1,-1,-1
doc020915,-1,1,-1,-1
doc020916,-1,1,-1,-1
doc020917,-1,1,-1,-1
doc020918,-1,1,-1,-1
doc020919,-1,1,-1,-1
doc020920,-1,1,-1,-1
doc020921,-1,1,-1,-1
doc020922,-1,1,-1,-1
doc020923,-1,1,-1,-1
doc020924,-1,1,-1,-1
doc020925,-1,1,-1,-1
doc020926,-1,1,-1,-1
doc020927,-1,1,-1,-1
doc020928,-1,1,-1,-1
doc020929,-1,1,-1,-1
doc020930,-1,1,-1,-1
doc020931,-1,1,-1,-1
doc020932,-1,1,-1,-1
doc020933,-1,1,-1,-1
doc020934,-1,1,-1,-1
doc020935,-1,1,-1,-1
doc020936,-1,1,-1,-1
doc020937,-1,1,-1,-1
doc020938,-1,1,-1,-1
doc020939,-1,1,-1,-1
doc020940,-1,1,-1,-1
doc020941,-1,1,-1,-1
doc020942,-1,1,-1,-1
doc020943,-1,1,-1,-1
doc020944,-1,1,-1,-1
doc020945,-1,1,-1,-1
doc020946,-1,1,-1,-1
doc020947,-1,1,-1,-1
doc020948,-1,1,-1,-1
doc020949,-1,1,-1,-1
doc020950,-1,1,-1,-1
doc020951,-1,1,-1,-1
doc020952,-1,1,-1,-1
doc020953,-1,1,-1,-1
doc020954,-1,1,-1,-1
doc020955,-1,1,-1,-1
doc020956,-1,1,-1,-1
doc020957,-1,1,-1,-1
doc020958,-1,1,-1,-1
doc020959,-1,1,-1,-1
doc020960,-1,1,-1,-1
doc020961,-1,1,-1,-1
doc020962,-1,1,-1,-1
doc020963,-1,1,-1,-1
doc020964,-1,1,-1,-1
doc020965,-1,1,-1,-1
doc020966,-1,1,-1,-1
doc020967,-1,1,-1,-1
doc020968,-1,1,-1,-1
doc020969,-1,1,-1,-1
doc020970,1,1,-1,-1
doc020971,-1,-1,-1,-1
doc020972,1,1,-1,-1
doc020973,-1,1,-1,-1
doc020974,1,1,-1,-1
doc020975,1,-1,-1,-1
doc020976,-1,-1,1,-1
doc020977,-1,-1,-1,-1
doc020978,-1,1,-1,-1
doc020979,1,-1,-1,1
doc020980,-1,-1,1,-1
doc020981,-1,1,-1,-1
doc020982,-1,1,-1,-1
doc020983,-1,1,-1,-1
doc020984,-1,-1,-1,-1
doc020985,1,-1,-1,1
doc020986,-1,1,-1,-1
doc020987,-1,-1,-1,-1
doc020988,-1,-1,-1,-1
doc020989,-1,1,-1,-1
doc020990,-1,-1,1,-1
doc020991,-1,-1,1,-1
doc020992,1,-1,-1,-1
doc020993,1,-1,-1,-1
doc020994,-1,-1,1,-1
doc020995,-1,-1,1,-1
doc020996,-1,-1,1,-1
doc020997,-1,-1,-1,-1
doc020998,-1,1,-1,-1
doc020999,-1,-1,1,-1
doc021000,-1,1,-1,-1
doc021001,1,-1,1,-1
doc021002,-1,-1,1,-1
doc021003,-1,-1,-1,-1
doc021004,-1,1,-1,-1
doc021005,-1,-1,1,-1
doc021006,-1,1,-1,-1
doc021007,-1,-1,1,-1
doc021008,1,-1,1,-1
doc021009,-1,1,-1,-1
doc021010,-1,1,-1,-1
doc021011,-1,-1,1,-1
doc021012,1,-1,-1,1
doc021013,1,-1,-1,1
doc021014,1,-1,-1,1
doc021015,1,-1,-1,1
doc021016,1,-1,-1,-1
doc021017,1,-1,-1,1
doc021018,-1,1,-1,-1
doc021019,-1,1,-1,-1
doc021020,1,-1,-1,1
doc021021,-1,-1,1,-1
doc021022,1,-1,-1,1
doc021023,-1,1,-1,-1
doc021024,1,1,-1,-1
doc021025,1,-1,-1,-1
doc021026,1,-1,-1,1
doc021027,1,-1,-1,1
doc021028,-1,-1,1,-1
doc021029,1,-1,-1,-1
doc021030,-1,-1,1,-1
doc021031,-1,-1,1,-1
doc021032,-1,-1,1,-1
doc021033,-1,-1,1,-1
doc021034,-1,-1,1,-1
doc021035,-1,-1,1,-1
doc021036,1,1,-1,-1
doc021037,1,-1,-1,-1
doc021038,1,-1,-1,1
doc021039,1,1,-1,-1
doc021040,-1,-1,1,-1
doc021041,1,-1,-1,-1
doc021042,-1,-1,1,-1
doc021043,1,-1,-1,-1
doc021044,1,-1,-1,-1
doc021045,1,-1,-1,1
doc021046,1,-1,-1,-1
doc021047,-1,-1,1,-1
doc021048,1,-1,-1,-1
doc021049,-1,1,-1,-1
doc021050,1,-1,-1,-1
doc021051,1,-1,-1,-1
doc021052,-1,-1,-1,-1
doc021053,1,-1,-1,-1
doc021054,1,-1,-1,-1
doc021055,1,-1,-1,1
doc021056,1,-1,-1,1
doc021057,1,-1,-1,1
doc021058,1,-1,-1,1
doc021059,1,-1,-1,1
doc021060,1,-1,-1,-1
doc021061,1,-1,-1,1
doc021062,1,-1,-1,1
doc021063,1,-1,-1,-1
doc021064,-1,-1,1,-1
doc021065,1,-1,-1,-1
doc021066,1,-1,-1,-1
doc021067,1,1,-1,-1
doc021068,1,1,-1,-1
doc021069,-1,-1,1,-1
doc021070,1,-1,-1,-1
doc021071,-1,-1,1,-1
doc021072,-1,-1,1,-1
doc021073,-1,1,-1,-1
doc021074,1,-1,-1,1
doc021075,-1,-1,1,-1
doc021076,-1,-1,1,-1
doc021077,1,1,-1,-1
doc021078,1,-1,-1,1
doc021079,1,1,-1,-1
doc021080,-1,-1,1,-1
doc021081,-1,1,-1,-1
doc021082,-1,-1,1,-1
doc021083,-1,-1,1,-1
doc021084,-1,-1,1,-1
doc021085,-1,-1,1,-1
doc021086,1,-1,-1,-1
doc021087,1,-1,-1,-1
doc021088,-1,1,-1,-1
doc021089,1,1,-1,-1
doc021090,1,-1,-1,-1
doc021091,1,1,-1,-1
doc021092,-1,1,-1,-1
doc021093,-1,1,-1,-1
doc021094,-1,1,-1,-1
doc021095,-1,1,-1,-1
doc021096,-1,-1,1,-1
doc021097,-1,-1,1,-1
doc021098,-1,-1,1,-1
doc021099,-1,-1,1,-1
doc021100,-1,-1,1,-1
doc021101,-1,-1,1,-1
doc021102,-1,-1,1,-1
doc021103,-1,-1,1,-1
doc021104,-1,-1,1,-1
doc021105,-1,-1,1,-1
doc021106,-1,-1,1,-1
doc021107,-1,-1,1,-1
doc021108,-1,-1,1,-1
doc021109,-1,-1,1,-1
doc021110,-1,1,-1,-1
doc021111,-1,-1,1,-1
doc021112,1,-1,-1,-1
doc021113,1,1,-1,-1
doc021114,-1,-1,1,-1
doc021115,1,-1,-1,-1
doc021116,1,1,-1,1
doc021117,-1,-1,1,-1
doc021118,-1,-1,1,-1
doc021119,1,-1,-1,-1
doc021120,-1,-1,1,-1
doc021121,-1,-1,1,-1
doc021122,-1,-1,1,-1
doc021123,1,-1,-1,-1
doc021124,-1,-1,1,-1
doc021125,-1,-1,1,-1
doc021126,1,-1,-1,1
doc021127,1,-1,-1,-1
doc021128,1,-1,-1,-1
doc021129,-1,-1,1,-1
doc021130,1,-1,-1,-1
doc021131,1,-1,-1,-1
doc021132,1,-1,-1,-1
doc021133,1,1,-1,-1
doc021134,-1,-1,1,-1
doc021135,-1,-1,1,-1
doc021136,1,-1,-1,1
doc021137,1,-1,-1,-1
doc021138,-1,-1,1,-1
doc021139,1,-1,1,1
doc021140,1,-1,-1,-1
doc021141,1,-1,-1,-1
doc021142,-1,-1,1,-1
doc021143,-1,1,-1,-1
doc021144,-1,1,-1,-1
doc021145,-1,1,-1,-1
doc021146,-1,1,-1,-1
doc021147,-1,1,-1,-1
doc021148,-1,1,-1,-1
doc021149,-1,-1,1,-1
doc021150,1,-1,-1,-1
doc021151,1,-1,-1,-1
doc021152,-1,1,-1,-1
doc021153,-1,-1,-1,-1
doc021154,-1,1,-1,-1
doc021155,1,-1,1,-1
doc021156,1,-1,-1,1
doc021157,-1,-1,1,-1
doc021158,1,1,-1,-1
doc021159,-1,-1,1,-1
doc021160,-1,-1,1,-1
doc021161,-1,-1,1,-1
doc021162,1,-1,-1,-1
doc021163,1,1,1,-1
doc021164,-1,1,-1,-1
doc021165,-1,1,-1,-1
doc021166,-1,1,-1,-1
doc021167,1,-1,-1,-1
doc021168,1,-1,-1,-1
doc021169,-1,-1,-1,-1
doc021170,-1,1,-1,-1
doc021171,-1,1,-1,-1
doc021172,-1,1,-1,-1
doc021173,-1,1,-1,-1
doc021174,-1,1,-1,-1
doc021175,-1,-1,1,-1
doc021176,-1,1,-1,-1
doc021177,-1,1,-1,-1
doc021178,-1,1,-1,-1
doc021179,-1,1,-1,-1
doc021180,-1,-1,1,-1
doc021181,1,-1,-1,1
doc021182,1,-1,-1,-1
doc021183,1,-1,-1,1
doc021184,1,-1,-1,-1
doc021185,-1,1,-1,-1
doc021186,1,-1,-1,1
doc021187,-1,1,-1,-1
doc021188,1,-1,-1,-1
doc021189,1,1,-1,-1
doc021190,-1,-1,1,-1
doc021191,-1,1,-1,-1
doc021192,1,-1,-1,-1
doc021193,1,-1,-1,-1
doc021194,1,1,-1,-1
doc021195,1,-1,1,-1
doc021196,1,-1,-1,1
doc021197,-1,-1,1,-1
doc021198,-1,-1,1,-1
doc021199,-1,1,-1,-1
doc021200,-1,-1,1,-1
doc021201,-1,1,-1,-1
doc021202,1,-1,-1,-1
doc021203,1,-1,-1,1
doc021204,1,-1,-1,1
doc021205,-1,1,-1,-1
doc021206,1,-1,1,-1
doc021207,-1,1,-1,-1
doc021208,1,-1,-1,-1
doc021209,-1,1,-1,-1
doc021210,-1,1,-1,-1
doc021211,-1,-1,1,-1
doc021212,1,-1,-1,-1
doc021213,-1,-1,-1,-1
doc021214,1,-1,-1,1
doc021215,-1,1,-1,-1
doc021216,-1,-1,1,-1
doc021217,1,-1,-1,-1
doc021218,1,1,-1,-1
doc021219,-1,1,-1,-1
doc021220,-1,1,-1,-1
doc021221,1,-1,-1,-1
doc021222,1,-1,-1,1
doc021223,-1,1,-1,-1
doc021224,-1,-1,1,-1
doc021225,-1,1,-1,-1
doc021226,-1,1,-1,-1
doc021227,1,1,-1,-1
doc021228,1,-1,-1,1
doc021229,-1,1,-1,-1
doc021230,1,1,-1,-1
doc021231,-1,1,-1,-1
doc021232,-1,-1,1,-1
doc021233,-1,1,-1,-1
doc021234,-1,1,-1,-1
doc021235,1,1,-1,-1
doc021236,-1,-1,-1,-1
doc021237,1,1,-1,-1
doc021238,1,-1,-1,-1
doc021239,-1,-1,1,-1
doc021240,-1,1,-1,-1
doc021241,-1,1,-1,-1
doc021242,-1,1,-1,-1
doc021243,-1,1,-1,-1
doc021244,-1,1,-1,-1
doc021245,-1,1,-1,-1
doc021246,-1,-1,1,-1
doc021247,-1,1,-1,-1
doc021248,-1,1,-1,-1
doc021249,-1,1,-1,-1
doc021250,-1,1,-1,-1
doc021251,1,-1,-1,-1
doc021252,-1,1,-1,-1
doc021253,-1,1,-1,-1
doc021254,-1,1,-1,-1
doc021255,-1,1,-1,-1
doc021256,-1,1,-1,-1
doc021257,1,-1,-1,-1
doc021258,-1,1,-1,-1
doc021259,-1,1,-1,-1
doc021260,-1,1,-1,-1
doc021261,-1,1,-1,-1
doc021262,-1,1,-1,-1
doc021263,1,1,-1,-1
doc021264,-1,-1,-1,-1
doc021265,1,1,-1,-1
doc021266,1,-1,-1,-1
doc021267,-1,1,-1,-1
doc021268,-1,1,-1,-1
doc021269,1,1,-1,-1
doc021270,-1,1,-1,-1
doc021271,-1,1,-1,-1
doc021272,-1,-1,-1,-1
doc021273,-1,1,-1,-1
doc021274,-1,1,-1,-1
doc021275,1,-1,-1,-1
doc021276,1,-1,-1,-1
doc021277,-1,1,-1,-1
doc021278,-1,-1,1,-1
doc021279,-1,1,-1,-1
doc021280,1,-1,-1,-1
doc021281,1,-1,-1,-1
doc021282,-1,-1,1,-1
doc021283,-1,-1,1,-1
doc021284,1,-1,-1,-1
doc021285,-1,1,-1,-1
doc021286,-1,1,-1,-1
doc021287,-1,1,-1,-1
doc021288,-1,1,-1,-1
doc021289,1,-1,-1,-1
doc021290,1,1,-1,-1
doc021291,1,-1,-1,-1
doc021292,1,-1,-1,1
doc021293,1,-1,-1,-1
doc021294,-1,1,-1,-1
doc021295,1,-1,1,-1
doc021296,-1,-1,1,-1
doc021297,1,-1,1,-1
doc021298,-1,-1,-1,-1
doc021299,1,-1,-1,1
doc021300,-1,-1,1,-1
doc021301,-1,-1,1,-1
doc021302,-1,-1,1,-1
doc021303,1,-1,-1,-1
doc021304,1,-1,-1,-1
doc021305,1,-1,-1,-1
doc021306,-1,1,-1,-1
doc021307,-1,-1,-1,-1
doc021308,-1,-1,1,-1
doc021309,-1,-1,1,-1
doc021310,-1,-1,1,-1
doc021311,-1,-1,1,-1
doc021312,-1,-1,1,-1
doc021313,-1,-1,1,-1
doc021314,-1,-1,1,-1
doc021315,-1,-1,1,-1
doc021316,1,1,-1,-1
doc021317,-1,1,-1,-1
doc021318,-1,1,-1,-1
doc021319,-1,-1,-1,-1
doc021320,-1,-1,1,-1
doc021321,-1,-1,1,-1
doc021322,-1,-1,1,-1
doc021323,-1,-1,1,-1
doc021324,-1,-1,1,-1
doc021325,1,1,-1,-1
doc021326,-1,-1,1,-1
doc021327,-1,1,-1,-1
doc021328,1,-1,-1,-1
doc021329,-1,-1,1,-1
doc021330,-1,-1,1,-1
doc021331,-1,-1,1,-1
doc021332,1,-1,-1,-1
doc021333,-1,1,-1,-1
doc021334,-1,-1,1,-1
doc021335,1,-1,-1,-1
doc021336,-1,-1,1,-1
doc021337,-1,-1,1,-1
doc021338,-1,-1,1,-1
doc021339,1,-1,-1,-1
doc021340,1,-1,-1,-1
doc021341,-1,-1,1,-1
doc021342,1,-1,-1,-1
doc021343,-1,-1,-1,-1
doc021344,-1,-1,1,-1
doc021345,-1,-1,-1,-1
doc021346,-1,-1,1,-1
doc021347,1,-1,-1,-1
doc021348,1,-1,-1,1
doc021349,-1,-1,1,-1
doc021350,-1,-1,-1,-1
doc021351,-1,-1,-1,-1
doc021352,-1,1,-1,-1
doc021353,-1,-1,1,-1
doc021354,1,-1,-1,-1
doc021355,-1,1,-1,-1
doc021356,-1,1,-1,-1
doc021357,1,-1,-1,-1
doc021358,1,-1,-1,-1
doc021359,1,1,-1,-1
doc021360,-1,-1,-1,-1
doc021361,1,-1,-1,-1
doc021362,-1,1,-1,-1
doc021363,1,-1,-1,-1
doc021364,1,-1,-1,-1
doc021365,-1,-1,-1,-1
doc021366,1,-1,-1,-1
doc021367,-1,1,-1,-1
doc021368,1,-1,-1,-1
doc021369,1,-1,-1,1
doc021370,-1,-1,1,-1
doc021371,1,1,-1,-1
doc021372,1,-1,-1,-1
doc021373,-1,1,-1,-1
doc021374,-1,-1,1,-1
doc021375,-1,1,-1,-1
doc021376,-1,-1,1,-1
doc021377,-1,1,-1,-1
doc021378,1,1,-1,-1
doc021379,-1,1,-1,-1
doc021380,-1,-1,-1,-1
doc021381,-1,-1,-1,-1
doc021382,-1,1,-1,-1
doc021383,-1,-1,-1,-1
doc021384,-1,1,-1,-1
doc021385,-1,1,-1,-1
doc021386,-1,1,-1,-1
doc021387,-1,-1,1,-1
doc021388,1,-1,-1,-1
doc021389,1,-1,-1,-1
doc021390,-1,-1,-1,-1
doc021391,-1,1,-1,-1
doc021392,-1,1,-1,-1
doc021393,-1,-1,1,-1
doc021394,-1,1,-1,-1
doc021395,-1,1,-1,-1
doc021396,-1,1,-1,-1
doc021397,-1,1,-1,-1
doc021398,1,-1,-1,1
doc021399,-1,1,-1,-1
doc021400,-1,1,-1,-1
doc021401,1,-1,-1,-1
doc021402,-1,-1,-1,-1
doc021403,1,-1,-1,-1
doc021404,1,-1,-1,-1
doc021405,-1,-1,1,-1
doc021406,1,1,-1,-1
doc021407,-1,1,-1,-1
doc021408,-1,1,-1,-1
doc021409,1,1,-1,-1
doc021410,1,-1,-1,-1
doc021411,1,-1,-1,-1
doc021412,-1,-1,1,-1
doc021413,1,-1,1,-1
doc021414,-1,-1,1,-1
doc021415,-1,-1,-1,-1
doc021416,1,-1,1,-1
doc021417,-1,-1,1,-1
doc021418,1,-1,-1,1
doc021419,1,-1,-1,-1
doc021420,-1,-1,1,-1
doc021421,-1,-1,-1,-1
doc021422,-1,-1,1,-1
doc021423,1,1,-1,-1
doc021424,1,1,-1,-1
doc021425,-1,-1,1,-1
doc021426,-1,-1,1,-1
doc021427,1,-1,-1,-1
doc021428,-1,-1,1,-1
doc021429,-1,-1,1,-1
doc021430,-1,-1,1,-1
doc021431,-1,-1,-1,-1
